               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.088992,            0.032036,            0.025616,               0.312,             0.27818,             0.21377,            0.078554,            0.059249,            0.019298,            0.016166,            0.070366,           0.0032927,           0.0032927
